index,S. No.,text,task_1
3800,3801,এই গৰাকীক চাই থাকোতে লিখিম বুলি ভবা কথাটোও পাহৰি যাওঁ কিয় এনেকুৱা হয় জানো,NOT
3802,3803,ভাবিলোঁ মনত পেলাই দিওঁ সকলোৰে মংগল হওঁক বোলো ।,NOT
3803,3804,নিজোকে ভুত আকোৱাদ আচে বুলি ভাবো নন পখী যোগিছে কাট খাবো বেচি হোমি নেলেজ,HOF
3804,3805,"কি ৱাল আৱ আৱ,     সাধাৰন জনতা পাৰথী",HOF
3805,3806,তেল পৰুৱাই কুটিলে তাইৰ জেফ গায় খন,NOT
3806,3807,চব মানসিক বিকাৰগ্ৰস্থ,HOF
3808,3809,সত্য সৰ্তক হব সকলোৱে,NOT
3809,3810,ছোৱালী জনী মানসিক ৰোগৰ ৰোগী,HOF
3810,3811,একো নহ‌য়,NOT
3811,3812,চেনেল বোৰৰ কাম নোহোৱা হৈছে আৰু।,NOT
3812,3813,"ব্যক্তিগত ভাবে ত্যাগ কৰক হিন্দু ধৰ্ম যদি আপুনি মহিলাৰ অধিকাৰ নাই বুলি ভাবে , ",HOF
3813,3814,এইখন অসম হয় কাৰুবাৰ চৰণীয়া পথাৰ বা দাচবিন নহয়.,NOT
3814,3815,নিজৰ মতে কাম কৰক যিহেতু আপুনি এজন সাংবাদিক।,NOT
3815,3816,মাইকী জনীৰ চৰিএ ভাল নহয়।,HOF
3816,3817,ভেনা মাখিটা বৰ ডিচৰ্টাপ দিচেৰে,HOF
3817,3818,আমি গৰিয়া মৰিয়া মুছলমান কেইটাক কেতিয়াও বেয়া নেপায়।,NOT
3818,3819,ই কৈছিল মিয়া নহলে অসম নচলে বুলি,HOF
3820,3821,মানব হয় থাকিলে সকলোৱে সম্মান দিব,NOT
3821,3822,চকুৰ পানী ধৰি ৰাখিব পৰা নাই এইটোক ফাচি দিব লাগে অতি সোনকালে,HOF
3823,3824,তোৰ কি হল,HOF
3824,3825,তুমি ভালদৰেই বুজিলা চাগে আমি বুজিও নুবুজো 😂,NOT
3826,3827,অসমীয়া -বঙালী যুদ্ধ চৰকাৰে বিচাৰে নেকি! ইমানৰ পিছতো বঙালী সংগঠনৰ এইজনক এৰেস্ট কৰা নাই যে!,HOF
3827,3828,"মাদ্ৰাছা বোৰ্ড গুছি গল,আপোনালোকৰ একো মাতবোল বা প্ৰতিবাদ শুনা নগল । ",NOT
3828,3829,অন্ততঃ তেতিয়া সমাজত এটা সচেতনতা সৃষ্টি হ'ল হেতেন।,NOT
3829,3830,এতিয়া পূজা চাবলৈ অহা ফটো নহয়।।।,NOT
3830,3831,অসমৰ প্ৰভাৱশালী জনপ্ৰিয় মুখ্যমন্ত্ৰী মাননীয় শ্ৰীযুত ড০ হিমন্ত বিশ্ব শৰ্মা ডাঙৰীয়া মহোদয়ৰ ওচৰত বিনম্ৰভাবে অনুৰোধ জনালোঁ।,NOT
3831,3832,অভিভাৱক যদি সচেতন হলহেঁতেন কণমানি জনী হেৰুৱাব লগীয়া নহলহেতেন,NOT
3832,3833,ধৰ্ম নহয় ধৰ্মৰ নামত গোড়ামী কৰাসকলক ভাৰতৰ পৰা বাহিৰ কৰিব লাগে,HOF
3833,3834,জহৰী,HOF
3834,3835,কেলা কুত হুমাই আচিলি ইমান দিন,NOT
3835,3836,ছিহ মানুহ বিলাকৰ হেপাহ পলোরাই নাই নে,HOF
3836,3837,"এতিয়া কোনোবা এখন মিউজিয়ামত ৰখাৰ ব্যৱস্থা কৰক অসম চৰকাৰে, মালটো ভাল জাতৰ আছিলে নে বেয়া জাতৰ আছিলে পৰীক্ষা কৰিবৰ বাবে",NOT
3839,3840,অসমৰ নাম্বাৰ ওৱান দালালৰ কমিচনৰ অংক হ'লে হৈ যাব। চিন্তা কৰিব নালাগে।,HOF
3840,3841,বি জে পিৰ বি টিম হয় ।। মুছলমানৰ কোনো সমস্যা সমাধান নকৰে ।,NOT
3842,3843,ভুলটো তাৰ দমো তাৰ,HOF
3843,3844,"প্ৰিয় মানুহবিলাকে কাঁহিলে বেয়া লাগে"" লাইনটো শুনি ইমান হাহিলো অ ভাল লাগিল",NOT
3844,3845,হয় এইজনীয়ে বহুত কেইজনৰ বাৰীডাল খাইছেজে গতিকে তাক চিকেন লাগে,HOF
3845,3846,দেৱৰ নেতৃত্বত ই নতুন মোৰ লৈছে ৷ ব্যাপকভাৱে ৰাইজৰ সঁহাৰি পাইছে।,NOT
3846,3847,গৰিহণা দি থাক চব ঠিক হৈ যাব দে কাম নাই,NOT
3847,3848,আজিহে গম পালো চিমেন্ট ও যে মিঞা অসমীয়া থাকে,NOT
3848,3849,এক মাত্ৰ মিঞা কাৰণে অসমৰ অসমীয়া ভাষা জীয়াই আছে।,HOF
3850,3851,সকলোকে কোৱা নাই বেয়া নেপাব।আছু কৰি যদি চৰকাৰৰ বহতীয়া হবলৈ যায় তেন্তে আছু এটা মেচিন।,HOF
3852,3853,বৰবৰ অত্যাচাৰ এই বিলাক মানুহ হব নোৱাৰে,HOF
3853,3854,তই এই পৃথিৱীত থাকিনো কি কৰিবি নিজেই এবাৰ চিন্তা কৰ,HOF
3855,3856,এইবোৰক ৰাজহুৱাকৈ ফাচি দিয়ক,HOF
3856,3857,ৰেন্দিবোৰৰ কাৰণে সকলোৰ বদনাম,HOF
3857,3858," আজিকালি ছৌদী আৰবতো আনকি মহিলা ক জিনছ পিন্ধিব,ৰাতিলৈকে অকলে stadium ত বহি ফুটবল চাবলৈ অনুমতি দিছে। ",NOT
3858,3859,"যি সকলক কা লাগিব সেইসকলক , বাংলাদেশ পঠিয়াই দিয়া হব, কা আমি নামানো, আৰু এইজনিক বাংলাদেশ পঠিয়াব লাগিব",HOF
3859,3860,চুৰৰ জাত চুৰ ইয়াক পগলা খানাত ৰখা প্ৰয়োজন,HOF
3860,3861,ভিডিও টো ভালেই লাগিছে।,HOF
3861,3862,নাগৰিকত্ব সংশোধনী বিধেয়ক আইন গৃহিত কৰিব লাগে,NOT
3863,3864,কি যে মানুহ বিলাক আছে,HOF
3864,3865,তাক কেলা পানী ওলুৱাই ওলুৱাই দুৰ্বল কৰি দিয়া,HOF
3865,3866,হাও পোৱালি গেদা দেখোন।,HOF
3868,3869,"কাৰন নমনি অসমত খিলঞ্জিয়া মুছলমানৰ সংখ্যা তেনই নগণ্য বৰ্তমান পঞ্চাছ শতাংশ কৈ বেছি বঙালৰ স্ংখ্যা তেওঁলোকে এনেও বংগ মুলৰ ভাষা ব্যৱহাৰ কৰে, প্ৰায়েই অসামাজিক কামত লিপ্ত হোৱা দেখা যায়, চুৰি ডকাইতি লুণ্ঠন তেওঁলোকৰ যেন নিয়মীয়া কাৰ্যসূচী। কেৱল উজনি অসমৰ কথা চিন্তা কৰি সকলো কাম নহয়। ",HOF
3871,3872,চাও তোমাৰ শুকান bari ডাল,HOF
3872,3873,"সেৱা আৰু ভক্তি নিদৰ্শণৰ দ্বাৰা গুৰু -শিষ্যৰ মনিকাঞ্চন সংযোগেই, শিক্ষক দিৱসৰ মূল তাৎপৰ্য হওক।",NOT
3873,3874,"কাম নাইকিয়া..... সাংবাদিক, timepass কৰিছে",HOF
3874,3875,মিছা বাতৰি এইবোৰ,NOT
3875,3876,"তেওঁ এজন সৰু ল'ৰা নহয়, এজন আৰক্ষী। ",HOF
3876,3877,"অবৈধ অস্ত্র-সস্ত্রৰ প্ৰশিক্ষন দি, মাতৃ-ভূমিক অশান্তি কৰা, উগ্ৰবাদী-আতংকবাদী-জেহাদীক, মুছলমান সকলে কেতিয়াও সমৰ্থন নকৰে !",HOF
3877,3878,ধন্যবাদ নেপাল আইডল🙏,NOT
3878,3879,পুলিচ বাদ দি ৰাইজেই ৰজা হৈ উচিত শাস্তি দিয়ক,HOF
3879,3880,মামাই এ জি পি নেতা বেৰনীয়া অতুল বৰাৰ হকে মাত মাতিছে ।,HOF
3882,3883,"Mzzza লিখিছে কিন্তু ইয়াত শুকুৰ আলীক insult কৰা হৈছে। এটা কথা মনত ৰাখিব সন্মান, মৰ্য্যদা সকলোৰে আছে",NOT
3883,3884,যোগীৰ ৰাজ্যৰ নাটক,HOF
3884,3885,অন্তৰৰ পৰা ক্ষমা বিচাৰিলে আল্লাহ তালাই নিশ্চয় ক্ষমা কৰি দিব।,NOT
3886,3887,এইজনী নাৰীৰ নামত কলংক,HOF
3887,3888,তই এটা 'মিয়া sympathizer' চুদুৰভাই,HOF
3888,3889,একমত ।চৰ চাপৰিত থকা মানুহ খিনি গেদা গেদী বুলি মাতে ।,HOF
3889,3890,"নতুন মাউট সকলে পদুমৰ সুবাসত ডুব গৈ কেৱল হাতীটোৰ নেজত ধৰি ৰাখিব খুজিছে,হাতীয়ে বনলৈ যাওঁ বুলিছে টাটা বাই বাই,অতুল,কেশৱ দুখ নকৰি পদুম ফুলৰ মালাডাল পিন্ধি লোৱা বেয়া নেপায় দিয়া ৰাইজে",HOF
3890,3891,কি পাপ কৰিবলৈ ললে সংশৰত চব ধংশ হবলৈ গৈছ,HOF
